0 0.002240
10000 0.011200
20000 0.024384
30000 0.022720
40000 0.034624
50000 0.059328
60000 0.075200
70000 0.074176
80000 0.080832
90000 0.097472
100000 0.105920
110000 0.120256
120000 0.138176
130000 0.150208
140000 0.159296
150000 0.174912
160000 0.172352
170000 0.181824
180000 0.192064
190000 0.195648
200000 0.209472
210000 0.206656
220000 0.227648
230000 0.241856
240000 0.245312
250000 0.252352
260000 0.257600
270000 0.256064
280000 0.267200
290000 0.278976
300000 0.288448
310000 0.301504
320000 0.305088
330000 0.303808
340000 0.297792
350000 0.301248
360000 0.302656
370000 0.319424
380000 0.326848
390000 0.322496
400000 0.336192
410000 0.343616
420000 0.345152
430000 0.354752
440000 0.364736
450000 0.367680
460000 0.378304
470000 0.382912
480000 0.400192
490000 0.398016
500000 0.400832
510000 0.403904
520000 0.398528
530000 0.414272
540000 0.425920
550000 0.429888
560000 0.440768
570000 0.441408
580000 0.445632
590000 0.456768
600000 0.468544
610000 0.486976
620000 0.489664
630000 0.491584
640000 0.499520
650000 0.504128
660000 0.508864
670000 0.502720
680000 0.508736
690000 0.505408
700000 0.505152
710000 0.500288
720000 0.509504
730000 0.514496
740000 0.519616
750000 0.523200
760000 0.517824
770000 0.515520
780000 0.524224
790000 0.526912
800000 0.529216
810000 0.530496
820000 0.536384
830000 0.536128
840000 0.547520
850000 0.554176
860000 0.564544
870000 0.577856
880000 0.573248
890000 0.578112
900000 0.573504
910000 0.584640
920000 0.587968
930000 0.594496
940000 0.597824
950000 0.596544
960000 0.598080
970000 0.602816
980000 0.608064
990000 0.613440
1000000 0.615872
1010000 0.618176
1020000 0.622912
1030000 0.623552
1040000 0.624064
1050000 0.633408
1060000 0.639808
1070000 0.642112
1080000 0.641088
1090000 0.645952
1100000 0.652224
1110000 0.657856
1120000 0.662208
1130000 0.663360
1140000 0.666944
1150000 0.670272
1160000 0.674880
1170000 0.679744
1180000 0.685376
1190000 0.680768
1200000 0.680640
1210000 0.685120
1220000 0.685632
1230000 0.694848
1240000 0.696768
1250000 0.707648
1260000 0.706240
1270000 0.711872
1280000 0.705472
1290000 0.705472
1300000 0.703936
1310000 0.704320
1320000 0.708928
1330000 0.717888
1340000 0.727744
1350000 0.731456
1360000 0.740160
1370000 0.747712
1380000 0.744896
1390000 0.748864
1400000 0.751552
1410000 0.747584
1420000 0.751168
1430000 0.752320
1440000 0.745024
1450000 0.743360
1460000 0.741440
1470000 0.746560
1480000 0.744384
1490000 0.752832
1500000 0.754368
1510000 0.757696
1520000 0.755648
1530000 0.752448
1540000 0.754752
1550000 0.760896
1560000 0.766016
1570000 0.761280
1580000 0.761664
1590000 0.756672
1600000 0.766400
1610000 0.762176
1620000 0.765376
1630000 0.760512
1640000 0.767040
1650000 0.777152
1660000 0.773952
1670000 0.765120
1680000 0.772544
1690000 0.778432
1700000 0.776896
1710000 0.778304
1720000 0.779328
1730000 0.792384
1740000 0.800320
1750000 0.799296
1760000 0.801856
1770000 0.806208
1780000 0.808512
1790000 0.804416
1800000 0.803648
1810000 0.804800
1820000 0.812736
1830000 0.814528
1840000 0.816192
1850000 0.820928
1860000 0.827072
1870000 0.828224
1880000 0.826304
1890000 0.823872
1900000 0.817856
1910000 0.819264
1920000 0.824896
1930000 0.822720
1940000 0.824128
1950000 0.822464
1960000 0.832576
1970000 0.834112
1980000 0.838976
1990000 0.842944
2000000 0.844992
2010000 0.852160
2020000 0.859200
2030000 0.859200
2040000 0.857792
2050000 0.859840
2060000 0.864320
2070000 0.862272
2080000 0.859328
2090000 0.862528
2100000 0.862656
2110000 0.860352
2120000 0.855616
2130000 0.853952
2140000 0.851520
2150000 0.857280
2160000 0.862400
2170000 0.859968
2180000 0.857152
2190000 0.855488
2200000 0.857536
2210000 0.859840
2220000 0.856512
2230000 0.851264
2240000 0.850368
2250000 0.853312
2260000 0.856128
2270000 0.860096
2280000 0.856768
2290000 0.861248
2300000 0.858560
2310000 0.860736
2320000 0.866880
2330000 0.867520
2340000 0.866112
2350000 0.862784
2360000 0.865344
2370000 0.862400
2380000 0.864320
2390000 0.858944
2400000 0.860736
2410000 0.867520
2420000 0.862912
2430000 0.870976
2440000 0.870848
2450000 0.863936
2460000 0.862272
2470000 0.864960
2480000 0.868032
2490000 0.867648
2500000 0.862784
2510000 0.852544
2520000 0.851520
2530000 0.850496
2540000 0.848960
2550000 0.854336
2560000 0.859200
2570000 0.861504
2580000 0.862400
2590000 0.861504
2600000 0.859840
2610000 0.862656
2620000 0.864448
2630000 0.873664
2640000 0.869440
2650000 0.863808
2660000 0.867136
2670000 0.864576
2680000 0.860992
2690000 0.865216
2700000 0.867520
2710000 0.863168
2720000 0.865344
2730000 0.863296
2740000 0.858176
2750000 0.859200
2760000 0.853440
2770000 0.854080
2780000 0.852032
2790000 0.849728
2800000 0.849472
2810000 0.852288
2820000 0.859072
2830000 0.857280
2840000 0.852672
2850000 0.849472
2860000 0.846784
2870000 0.846144
2880000 0.842176
2890000 0.840768
2900000 0.839616
2910000 0.842816
2920000 0.843840
2930000 0.847680
2940000 0.846784
2950000 0.847808
2960000 0.854080
2970000 0.855360
2980000 0.851008
2990000 0.855104
3000000 0.851008
3010000 0.846528
3020000 0.844224
3030000 0.842816
3040000 0.840896
3050000 0.838720
3060000 0.840512
3070000 0.841536
3080000 0.841152
3090000 0.838208
3100000 0.831168
3110000 0.837056
3120000 0.835904
3130000 0.835648
3140000 0.837824
3150000 0.840000
3160000 0.841536
3170000 0.848832
3180000 0.847424
3190000 0.844608
3200000 0.845120
3210000 0.845120
3220000 0.843968
3230000 0.846528
3240000 0.849728
3250000 0.846656
3260000 0.852672
3270000 0.858048
3280000 0.855872
3290000 0.855488
3300000 0.850112
3310000 0.855616
3320000 0.856256
3330000 0.853440
3340000 0.848960
3350000 0.849728
3360000 0.844736
3370000 0.848960
3380000 0.855232
3390000 0.859584
3400000 0.862400
3410000 0.859968
3420000 0.857024
3430000 0.862144
3440000 0.861632
3450000 0.862656
3460000 0.865856
3470000 0.866368
3480000 0.854592
3490000 0.852672
3500000 0.859584
3510000 0.862144
3520000 0.859584
3530000 0.858048
3540000 0.857536
3550000 0.855872
3560000 0.855744
3570000 0.853568
3580000 0.859456
3590000 0.852032
3600000 0.851136
3610000 0.856128
3620000 0.859968
3630000 0.851392
3640000 0.855360
3650000 0.861632
3660000 0.856768
3670000 0.857792
3680000 0.862912
3690000 0.867648
3700000 0.869440
3710000 0.871872
3720000 0.862272
3730000 0.859072
3740000 0.858816
3750000 0.860096
3760000 0.861632
3770000 0.854208
3780000 0.854336
3790000 0.859328
3800000 0.858688
3810000 0.862272
3820000 0.865728
3830000 0.864576
3840000 0.853056
3850000 0.854720
3860000 0.851648
3870000 0.853184
3880000 0.855744
3890000 0.853184
3900000 0.850496
3910000 0.836160
3920000 0.834624
3930000 0.840512
3940000 0.846912
3950000 0.851520
3960000 0.851264
3970000 0.852928
3980000 0.854080
3990000 0.853440
4000000 0.855104
4010000 0.853696
4020000 0.856640
4030000 0.858816
4040000 0.860736
4050000 0.854848
4060000 0.861504
4070000 0.860608
4080000 0.864960
4090000 0.862272
4100000 0.857664
4110000 0.855360
4120000 0.847424
4130000 0.847040
4140000 0.854080
4150000 0.858560
4160000 0.861248
4170000 0.860096
4180000 0.858688
4190000 0.853696
4200000 0.853696
4210000 0.849984
4220000 0.848064
4230000 0.850752
4240000 0.848832
4250000 0.844992
4260000 0.844864
4270000 0.846400
4280000 0.841792
4290000 0.842304
4300000 0.847168
4310000 0.847040
4320000 0.852288
4330000 0.852672
4340000 0.851520
4350000 0.850112
4360000 0.845376
4370000 0.850624
4380000 0.853696
4390000 0.854208
4400000 0.848960
4410000 0.848960
4420000 0.857152
4430000 0.854336
4440000 0.851520
4450000 0.857664
4460000 0.859456
4470000 0.861504
4480000 0.860736
4490000 0.863680
4500000 0.864576
4510000 0.868288
4520000 0.857920
4530000 0.853440
4540000 0.854848
4550000 0.851392
4560000 0.858304
4570000 0.870848
4580000 0.863680
4590000 0.863168
4600000 0.863936
4610000 0.864704
4620000 0.858176
4630000 0.858176
4640000 0.856896
4650000 0.860736
4660000 0.856896
4670000 0.856512
4680000 0.854976
4690000 0.852800
4700000 0.855872
4710000 0.862016
4720000 0.862400
4730000 0.863936
4740000 0.862400
4750000 0.860608
4760000 0.852800
4770000 0.851520
4780000 0.851264
4790000 0.858304
4800000 0.857792
4810000 0.859328
4820000 0.855872
4830000 0.856640
4840000 0.848192
4850000 0.850368
4860000 0.847808
4870000 0.862144
4880000 0.867904
4890000 0.868928
4900000 0.869056
4910000 0.870208
4920000 0.866112
4930000 0.861760
4940000 0.857024
4950000 0.863680
4960000 0.866112
4970000 0.862656
4980000 0.858048
4990000 0.863808
5000000 0.871104
5010000 0.871104
5020000 0.864192
5030000 0.868928
5040000 0.863680
5050000 0.857408
5060000 0.848832
5070000 0.855232
5080000 0.856000
5090000 0.857408
5100000 0.858816
5110000 0.859456
5120000 0.865856
5130000 0.870848
5140000 0.877888
5150000 0.873152
5160000 0.874560
5170000 0.873280
5180000 0.868544
5190000 0.866112
5200000 0.872768
5210000 0.874944
5220000 0.873024
5230000 0.881856
5240000 0.875328
5250000 0.871360
5260000 0.868800
5270000 0.864704
5280000 0.865472
5290000 0.864320
5300000 0.864960
5310000 0.859072
5320000 0.862912
5330000 0.866368
5340000 0.862528
5350000 0.862528
5360000 0.858944
5370000 0.862912
5380000 0.861632
5390000 0.857024
5400000 0.861888
5410000 0.862784
5420000 0.859200
5430000 0.854976
5440000 0.859456
5450000 0.862784
5460000 0.864832
5470000 0.864960
5480000 0.866240
5490000 0.863296
5500000 0.865216
5510000 0.861504
5520000 0.862656
5530000 0.863680
5540000 0.859712
5550000 0.859328
5560000 0.858688
5570000 0.860608
5580000 0.859200
5590000 0.860736
5600000 0.856000
5610000 0.858816
5620000 0.860224
5630000 0.864960
5640000 0.865984
5650000 0.870720
5660000 0.864704
5670000 0.864064
5680000 0.860480
5690000 0.872384
5700000 0.867520
5710000 0.859584
5720000 0.861248
5730000 0.853952
5740000 0.847680
5750000 0.845120
5760000 0.848192
5770000 0.846912
5780000 0.836928
5790000 0.839616
5800000 0.847808
5810000 0.846528
5820000 0.847040
5830000 0.844352
5840000 0.839360
5850000 0.842304
5860000 0.843840
5870000 0.848448
